file,model,gen,batch,problem_key,total_diagnostics,warnings,errors,notes,bugprone,performance,modernize,readability,cppcoreguidelines,cert,analyzer,compiler_warning,misc,hicpp,other
gemma/gen_2/00002_2/0151_808_G._Anthem_of_Berland,gemma,gen_2,00002_2,808_G._Anthem_of_Berland,12,11,1,0,2,7,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0223_580_B._Kefa_and_Company,gemma,gen_2,00002_2,580_B._Kefa_and_Company,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0100_p01320_Magical_Island_2,gemma,gen_2,00002_2,p01320_Magical_Island_2,7,6,1,0,0,5,1,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0221_505_B._Mr._Kitayuta_s_Colorful_Graph,gemma,gen_2,00002_2,505_B._Mr._Kitayuta_s_Colorful_Graph,15,15,0,0,2,9,3,0,0,0,1,0,0,0,0
gemma/gen_2/00002_2/0079_860_C._Tests_Renumeration,gemma,gen_2,00002_2,860_C._Tests_Renumeration,5,5,0,0,0,2,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0243_p03361_AtCoder_Beginner_Contest_096_-_Grid_Repainting_2,gemma,gen_2,00002_2,p03361_AtCoder_Beginner_Contest_096_-_Grid_Repainting_2,11,11,0,0,0,10,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0173_p01141_Lifeguard_in_the_Pool,gemma,gen_2,00002_2,p01141_Lifeguard_in_the_Pool,7,7,0,0,0,5,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0038_1203_A._Circle_of_Students,gemma,gen_2,00002_2,1203_A._Circle_of_Students,8,8,0,0,1,6,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0070_609_F._Frogs_and_mosquitoes,gemma,gen_2,00002_2,609_F._Frogs_and_mosquitoes,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0236_979_E._Kuro_and_Topological_Parity,gemma,gen_2,00002_2,979_E._Kuro_and_Topological_Parity,9,8,1,0,1,4,3,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0110_1090_J._Two_Prefixes,gemma,gen_2,00002_2,1090_J._Two_Prefixes,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0097_p00918_Dragon_s_Cruller,gemma,gen_2,00002_2,p00918_Dragon_s_Cruller,5,5,0,0,0,2,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0181_p02319_0-1_Knapsack_Problem_II,gemma,gen_2,00002_2,p02319_0-1_Knapsack_Problem_II,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0202_1427_B._Chess_Cheater,gemma,gen_2,00002_2,1427_B._Chess_Cheater,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0000_825_E._Minimal_Labels,gemma,gen_2,00002_2,825_E._Minimal_Labels,11,10,1,0,0,8,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0225_624_D._Array_GCD,gemma,gen_2,00002_2,624_D._Array_GCD,7,7,0,0,0,4,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0053_1534_D._Lost_Tree,gemma,gen_2,00002_2,1534_D._Lost_Tree,23,23,0,0,0,20,2,0,0,0,1,0,0,0,0
gemma/gen_2/00002_2/0150_764_A._Taymyr_is_calling_you,gemma,gen_2,00002_2,764_A._Taymyr_is_calling_you,14,14,0,0,2,9,1,0,0,0,2,0,0,0,0
gemma/gen_2/00002_2/0009_p03031_AtCoder_Beginner_Contest_128_-_Switches,gemma,gen_2,00002_2,p03031_AtCoder_Beginner_Contest_128_-_Switches,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0049_1433_C._Dominant_Piranha,gemma,gen_2,00002_2,1433_C._Dominant_Piranha,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0172_p01009_Room_of_Time_and_Spirit,gemma,gen_2,00002_2,p01009_Room_of_Time_and_Spirit,4,4,0,0,0,3,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0229_787_A._The_Monster,gemma,gen_2,00002_2,787_A._The_Monster,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0228_73_F._Plane_of_Tanks,gemma,gen_2,00002_2,73_F._Plane_of_Tanks,5,5,0,0,0,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0093_p00264_East_Wind,gemma,gen_2,00002_2,p00264_East_Wind,6,3,3,0,0,2,1,0,0,0,0,3,0,0,0
gemma/gen_2/00002_2/0245_p03684_AtCoder_Regular_Contest_076_-_Built_,gemma,gen_2,00002_2,p03684_AtCoder_Regular_Contest_076_-_Built_,11,8,3,0,0,5,3,0,0,0,0,3,0,0,0
gemma/gen_2/00002_2/0120_1342_E._Placing_Rooks,gemma,gen_2,00002_2,1342_E._Placing_Rooks,26,26,0,0,2,20,4,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0212_293_D._Ksusha_and_Square,gemma,gen_2,00002_2,293_D._Ksusha_and_Square,9,9,0,0,4,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0147_698_D._Limak_and_Shooting_Points,gemma,gen_2,00002_2,698_D._Limak_and_Shooting_Points,9,9,0,0,7,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0055_204_D._Little_Elephant_and_Retro_Strings,gemma,gen_2,00002_2,204_D._Little_Elephant_and_Retro_Strings,7,6,1,0,0,4,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0016_p00054_Sum_of_Nth_decimal_places,gemma,gen_2,00002_2,p00054_Sum_of_Nth_decimal_places,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0162_p03214_Dwango_Programming_Contest_V_-_Thumbnail,gemma,gen_2,00002_2,p03214_Dwango_Programming_Contest_V_-_Thumbnail,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0244_p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses,gemma,gen_2,00002_2,p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses,16,16,0,0,5,10,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0234_901_D._Weighting_a_Tree,gemma,gen_2,00002_2,901_D._Weighting_a_Tree,25,25,0,0,0,22,1,0,0,0,2,0,0,0,0
gemma/gen_2/00002_2/0137_388_E._Fox_and_Meteor_Shower,gemma,gen_2,00002_2,388_E._Fox_and_Meteor_Shower,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0185_1068_D._Array_Without_Local_Maximums_,gemma,gen_2,00002_2,1068_D._Array_Without_Local_Maximums_,4,3,1,0,0,1,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0239_p02797_Keyence_Programming_Contest_2020_-_Subarray_Sum,gemma,gen_2,00002_2,p02797_Keyence_Programming_Contest_2020_-_Subarray_Sum,19,19,0,0,2,16,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0127_1523_D._Love-Hate,gemma,gen_2,00002_2,1523_D._Love-Hate,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0205_149_B._Martian_Clock,gemma,gen_2,00002_2,149_B._Martian_Clock,8,8,0,0,2,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0098_p01051_Squid_Ink,gemma,gen_2,00002_2,p01051_Squid_Ink,10,10,0,0,1,1,7,0,0,0,1,0,0,0,0
gemma/gen_2/00002_2/0166_p03839_AtCoder_Grand_Contest_008_-_Contiguous_Repainting,gemma,gen_2,00002_2,p03839_AtCoder_Grand_Contest_008_-_Contiguous_Repainting,11,11,0,0,1,9,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0209_221_C._Little_Elephant_and_Problem,gemma,gen_2,00002_2,221_C._Little_Elephant_and_Problem,6,6,0,0,0,4,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0122_1384_F._Rearrange,gemma,gen_2,00002_2,1384_F._Rearrange,11,11,0,0,0,10,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0154_878_D._Magic_Breeding,gemma,gen_2,00002_2,878_D._Magic_Breeding,7,7,0,0,2,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0099_p01183_Tetrahedra,gemma,gen_2,00002_2,p01183_Tetrahedra,4,4,0,0,0,2,1,0,0,0,1,0,0,0,0
gemma/gen_2/00002_2/0123_1406_C._Link_Cut_Centroids,gemma,gen_2,00002_2,1406_C._Link_Cut_Centroids,11,11,0,0,0,10,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0045_1349_D._Slime_and_Biscuits,gemma,gen_2,00002_2,1349_D._Slime_and_Biscuits,10,10,0,0,1,6,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0213_317_B._Ants,gemma,gen_2,00002_2,317_B._Ants,13,13,0,0,0,12,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0026_p01856_Typhoon,gemma,gen_2,00002_2,p01856_Typhoon,5,5,0,0,0,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0064_443_B._Kolya_and_Tandem_Repeat,gemma,gen_2,00002_2,443_B._Kolya_and_Tandem_Repeat,8,8,0,0,2,4,1,0,0,0,1,0,0,0,0
gemma/gen_2/00002_2/0224_602_A._Two_Bases,gemma,gen_2,00002_2,602_A._Two_Bases,6,6,0,0,1,3,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0216_388_C._Fox_and_Card_Game,gemma,gen_2,00002_2,388_C._Fox_and_Card_Game,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0175_p01450_My_friends_are_small,gemma,gen_2,00002_2,p01450_My_friends_are_small,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0129_177_D1._Encrypting_Messages,gemma,gen_2,00002_2,177_D1._Encrypting_Messages,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0218_436_B._Om_Nom_and_Spiders,gemma,gen_2,00002_2,436_B._Om_Nom_and_Spiders,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0190_1179_E._Alesya_and_Discrete_Math,gemma,gen_2,00002_2,1179_E._Alesya_and_Discrete_Math,9,9,0,0,0,8,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0215_364_D._Ghd,gemma,gen_2,00002_2,364_D._Ghd,4,4,0,0,0,3,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0108_1025_D._Recovering_BST,gemma,gen_2,00002_2,1025_D._Recovering_BST,18,18,0,0,2,14,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0210_245_D._Restoring_Table,gemma,gen_2,00002_2,245_D._Restoring_Table,10,10,0,0,0,9,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0188_1139_C._Edgy_Trees,gemma,gen_2,00002_2,1139_C._Edgy_Trees,12,11,1,0,0,7,4,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0167_p00092_Square_Searching,gemma,gen_2,00002_2,p00092_Square_Searching,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0031_1008_D._Pave_the_Parallelepiped,gemma,gen_2,00002_2,1008_D._Pave_the_Parallelepiped,7,7,0,0,1,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0095_p00642_Ben_Toh,gemma,gen_2,00002_2,p00642_Ben_Toh,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0168_p00224_Bicycle_Diet,gemma,gen_2,00002_2,p00224_Bicycle_Diet,8,6,2,0,0,3,3,0,0,0,0,2,0,0,0
gemma/gen_2/00002_2/0056_229_C._Triangles,gemma,gen_2,00002_2,229_C._Triangles,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0072_658_B._Bear_and_Displayed_Friends,gemma,gen_2,00002_2,658_B._Bear_and_Displayed_Friends,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0193_1238_B._Kill__Em_All,gemma,gen_2,00002_2,1238_B._Kill__Em_All,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0082_p02578_AtCoder_Beginner_Contest_176_-_Step,gemma,gen_2,00002_2,p02578_AtCoder_Beginner_Contest_176_-_Step,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0075_747_C._Servers,gemma,gen_2,00002_2,747_C._Servers,6,6,0,0,3,2,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0133_294_A._Shaass_and_Oskols,gemma,gen_2,00002_2,294_A._Shaass_and_Oskols,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0113_117_B._Very_Interesting_Game,gemma,gen_2,00002_2,117_B._Very_Interesting_Game,7,7,0,0,0,6,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0187_1109_F._Sasha_and_Algorithm_of_Silence_s_Sounds,gemma,gen_2,00002_2,1109_F._Sasha_and_Algorithm_of_Silence_s_Sounds,5,4,1,0,0,1,3,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0039_121_C._Lucky_Permutation,gemma,gen_2,00002_2,121_C._Lucky_Permutation,5,4,1,0,0,2,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0170_p00602_Fibonacci_Sets,gemma,gen_2,00002_2,p00602_Fibonacci_Sets,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0186_1090_C._New_Year_Presents,gemma,gen_2,00002_2,1090_C._New_Year_Presents,9,9,0,0,2,5,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0058_278_B._New_Problem,gemma,gen_2,00002_2,278_B._New_Problem,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0125_1474_B._Different_Divisors,gemma,gen_2,00002_2,1474_B._Different_Divisors,12,12,0,0,0,11,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0023_p01402_Anipero,gemma,gen_2,00002_2,p01402_Anipero,4,4,0,0,0,1,1,0,0,0,2,0,0,0,0
gemma/gen_2/00002_2/0034_1097_B._Petr_and_a_Combination_Lock,gemma,gen_2,00002_2,1097_B._Petr_and_a_Combination_Lock,6,6,0,0,0,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0062_372_A._Counting_Kangaroos_is_Fun,gemma,gen_2,00002_2,372_A._Counting_Kangaroos_is_Fun,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0020_p00971_Shortest_Common_Non-Subsequence,gemma,gen_2,00002_2,p00971_Shortest_Common_Non-Subsequence,7,7,0,0,2,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0043_1305_B._Kuroni_and_Simple_Strings,gemma,gen_2,00002_2,1305_B._Kuroni_and_Simple_Strings,6,6,0,0,2,3,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0207_177_C1._Party,gemma,gen_2,00002_2,177_C1._Party,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0015_p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,gemma,gen_2,00002_2,p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,6,6,0,0,1,2,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0149_740_B._Alyona_and_flowers,gemma,gen_2,00002_2,740_B._Alyona_and_flowers,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0107_1000_C._Covered_Points_Count,gemma,gen_2,00002_2,1000_C._Covered_Points_Count,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0104_p02074_N-by-M_grid_calculation,gemma,gen_2,00002_2,p02074_N-by-M_grid_calculation,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0041_1264_D2._Beautiful_Bracket_Sequence__hard_version_,gemma,gen_2,00002_2,1264_D2._Beautiful_Bracket_Sequence__hard_version_,6,5,1,0,1,3,1,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0191_1198_A._MP3,gemma,gen_2,00002_2,1198_A._MP3,6,6,0,0,0,4,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0240_p02933_AtCoder_Beginner_Contest_138_-_Red_or_Not,gemma,gen_2,00002_2,p02933_AtCoder_Beginner_Contest_138_-_Red_or_Not,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0246_p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths,gemma,gen_2,00002_2,p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths,7,7,0,0,0,1,6,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0007_p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number,gemma,gen_2,00002_2,p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number,6,5,1,0,0,4,1,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0069_587_D._Duff_in_Mafia,gemma,gen_2,00002_2,587_D._Duff_in_Mafia,8,8,0,0,1,4,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0178_p01896_Folding_Paper,gemma,gen_2,00002_2,p01896_Folding_Paper,26,26,0,0,1,24,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0152_833_C._Ever-Hungry_Krakozyabra,gemma,gen_2,00002_2,833_C._Ever-Hungry_Krakozyabra,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0028_p02137_Special_Chat,gemma,gen_2,00002_2,p02137_Special_Chat,5,5,0,0,0,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0128_155_C._Hometask,gemma,gen_2,00002_2,155_C._Hometask,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0102_p01801_Wall_Making_Game,gemma,gen_2,00002_2,p01801_Wall_Making_Game,17,17,0,0,0,14,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0032_1031_B._Curiosity_Has_No_Limits,gemma,gen_2,00002_2,1031_B._Curiosity_Has_No_Limits,10,10,0,0,0,9,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0092_p04052_AtCoder_Grand_Contest_001_-_Wide_Swap,gemma,gen_2,00002_2,p04052_AtCoder_Grand_Contest_001_-_Wide_Swap,21,20,1,0,0,18,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0136_365_A._Good_Number,gemma,gen_2,00002_2,365_A._Good_Number,4,4,0,0,1,1,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0073_680_D._Bear_and_Tower_of_Cubes,gemma,gen_2,00002_2,680_D._Bear_and_Tower_of_Cubes,5,5,0,0,1,3,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0233_878_B._Teams_Formation,gemma,gen_2,00002_2,878_B._Teams_Formation,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0046_136_B._Ternary_Logic,gemma,gen_2,00002_2,136_B._Ternary_Logic,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0143_580_D._Kefa_and_Dishes,gemma,gen_2,00002_2,580_D._Kefa_and_Dishes,4,3,1,0,0,1,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0169_p00386_Gathering,gemma,gen_2,00002_2,p00386_Gathering,4,4,0,0,0,1,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0013_p03637_AtCoder_Beginner_Contest_069_-_4-adjacent,gemma,gen_2,00002_2,p03637_AtCoder_Beginner_Contest_069_-_4-adjacent,9,9,0,0,0,8,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0112_1157_E._Minimum_Array,gemma,gen_2,00002_2,1157_E._Minimum_Array,4,4,0,0,0,3,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0001_848_C._Goodbye_Souvenir,gemma,gen_2,00002_2,848_C._Goodbye_Souvenir,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0061_348_E._Pilgrims,gemma,gen_2,00002_2,348_E._Pilgrims,4,4,0,0,0,1,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0030_p02425_Bit_Flag,gemma,gen_2,00002_2,p02425_Bit_Flag,7,7,0,0,0,6,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0131_221_E._Little_Elephant_and_Shifts,gemma,gen_2,00002_2,221_E._Little_Elephant_and_Shifts,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0012_p03474_AtCoder_Beginner_Contest_084_-_Postal_Code,gemma,gen_2,00002_2,p03474_AtCoder_Beginner_Contest_084_-_Postal_Code,6,6,0,0,0,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0226_673_A._Bear_and_Game,gemma,gen_2,00002_2,673_A._Bear_and_Game,8,8,0,0,1,6,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0242_p03212_AtCoder_Beginner_Contest_114_-_755,gemma,gen_2,00002_2,p03212_AtCoder_Beginner_Contest_114_-_755,5,5,0,0,0,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0139_436_D._Pudding_Monsters,gemma,gen_2,00002_2,436_D._Pudding_Monsters,6,6,0,0,0,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0036_1165_E._Two_Arrays_and_Sum_of_Functions,gemma,gen_2,00002_2,1165_E._Two_Arrays_and_Sum_of_Functions,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0148_719_E._Sasha_and_Array,gemma,gen_2,00002_2,719_E._Sasha_and_Array,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0238_p02537_ACL_Beginner_Contest_-_Flat_Subsequence,gemma,gen_2,00002_2,p02537_ACL_Beginner_Contest_-_Flat_Subsequence,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0214_341_B._Bubble_Sort_Graph,gemma,gen_2,00002_2,341_B._Bubble_Sort_Graph,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0085_p02975_AtCoder_Grand_Contest_035_-_XOR_Circle,gemma,gen_2,00002_2,p02975_AtCoder_Grand_Contest_035_-_XOR_Circle,5,5,0,0,0,4,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0048_1416_D._Graph_and_Queries,gemma,gen_2,00002_2,1416_D._Graph_and_Queries,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0230_808_E._Selling_Souvenirs,gemma,gen_2,00002_2,808_E._Selling_Souvenirs,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0201_1406_A._Subset_Mex,gemma,gen_2,00002_2,1406_A._Subset_Mex,7,7,0,0,0,5,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0021_p01103_A_Garden_with_Ponds,gemma,gen_2,00002_2,p01103_A_Garden_with_Ponds,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0203_1450_B._Balls_of_Steel,gemma,gen_2,00002_2,1450_B._Balls_of_Steel,11,11,0,0,1,9,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0068_566_C._Logistical_Questions,gemma,gen_2,00002_2,566_C._Logistical_Questions,5,5,0,0,0,2,3,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0083_p02709_AtCoder_Beginner_Contest_163_-_Active_Infants,gemma,gen_2,00002_2,p02709_AtCoder_Beginner_Contest_163_-_Active_Infants,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0118_12_D._Ball,gemma,gen_2,00002_2,12_D._Ball,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0174_p01280_Galaxy_Wide_Web_Service,gemma,gen_2,00002_2,p01280_Galaxy_Wide_Web_Service,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0206_155_A._I_love__username_,gemma,gen_2,00002_2,155_A._I_love__username_,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0160_p02670_AtCoder_Grand_Contest_044_-_Joker,gemma,gen_2,00002_2,p02670_AtCoder_Grand_Contest_044_-_Joker,8,7,1,0,1,4,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0081_985_E._Pencils_and_Boxes,gemma,gen_2,00002_2,985_E._Pencils_and_Boxes,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0222_554_C._Kyoya_and_Colored_Balls,gemma,gen_2,00002_2,554_C._Kyoya_and_Colored_Balls,11,11,0,0,2,5,4,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0103_p01935_Protect_from_the_enemy_attack,gemma,gen_2,00002_2,p01935_Protect_from_the_enemy_attack,4,4,0,0,0,3,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0089_p03574_AtCoder_Beginner_Contest_075_-_Minesweeper,gemma,gen_2,00002_2,p03574_AtCoder_Beginner_Contest_075_-_Minesweeper,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0035_1144_F._Graph_Without_Long_Directed_Paths,gemma,gen_2,00002_2,1144_F._Graph_Without_Long_Directed_Paths,15,15,0,0,0,14,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0080_90_B._African_Crossword,gemma,gen_2,00002_2,90_B._African_Crossword,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0197_1323_D._Present,gemma,gen_2,00002_2,1323_D._Present,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0237_999_F._Cards_and_Joy,gemma,gen_2,00002_2,999_F._Cards_and_Joy,8,7,1,0,2,3,2,0,0,0,0,1,0,0,0
gemma/gen_2/00002_2/0004_918_A._Eleven,gemma,gen_2,00002_2,918_A._Eleven,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0142_554_E._Love_Triangles,gemma,gen_2,00002_2,554_E._Love_Triangles,7,7,0,0,1,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0200_1384_D._GameGame,gemma,gen_2,00002_2,1384_D._GameGame,13,13,0,0,0,12,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0194_1256_C._Platforms_Jumping,gemma,gen_2,00002_2,1256_C._Platforms_Jumping,14,14,0,0,0,13,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0063_393_C._Blocked_Points,gemma,gen_2,00002_2,393_C._Blocked_Points,6,6,0,0,0,5,1,0,0,0,0,0,0,0,0
gemma/gen_2/00002_2/0105_p02216_Array_Game,gemma,gen_2,00002_2,p02216_Array_Game,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0
